Tabela de valores para implementação com 20000 subintervalos
Tempo de execução = 0.005309000000 seg.

x_i;w_i;y_i;|e_a|;
0.000000000000;0.000000000000;0.000000000000;0.000000000000;
0.000049997500;0.000049989981;0.000049997500;0.000000007519;
0.000099995000;0.000099987486;0.000099995000;0.000000007514;
0.000149992500;0.000149984991;0.000149992500;0.000000007509;
0.000199990000;0.000199982496;0.000199990000;0.000000007505;
0.000249987501;0.000249980001;0.000249987501;0.000000007500;
0.000299985001;0.000299977505;0.000299985001;0.000000007495;
0.000349982501;0.000349975010;0.000349982501;0.000000007491;
0.000399980001;0.000399972515;0.000399980001;0.000000007486;
0.000449977501;0.000449970020;0.000449977501;0.000000007481;
0.000499975001;0.000499967525;0.000499975001;0.000000007476;
0.000549972501;0.000549965030;0.000549972501;0.000000007472;
0.000599970001;0.000599962535;0.000599970001;0.000000007467;
0.000649967502;0.000649960039;0.000649967502;0.000000007462;
0.000699965002;0.000699957544;0.000699965002;0.000000007457;
0.000749962502;0.000749955049;0.000749962502;0.000000007453;
0.000799960002;0.000799952554;0.000799960002;0.000000007448;
0.000849957502;0.000849950059;0.000849957502;0.000000007443;
0.000899955002;0.000899947564;0.000899955002;0.000000007438;
0.000949952502;0.000949945069;0.000949952502;0.000000007434;
0.000999950002;0.000999942574;0.000999950002;0.000000007429;
0.001049947503;0.001049940078;0.001049947503;0.000000007424;
0.001099945003;0.001099937583;0.001099945003;0.000000007419;
0.001149942503;0.001149935088;0.001149942503;0.000000007415;
0.001199940003;0.001199932593;0.001199940003;0.000000007410;
0.001249937503;0.001249930098;0.001249937503;0.000000007405;
0.001299935003;0.001299927603;0.001299935003;0.000000007400;
0.001349932503;0.001349925108;0.001349932503;0.000000007396;
0.001399930003;0.001399922613;0.001399930003;0.000000007391;
0.001449927504;0.001449920117;0.001449927504;0.000000007386;
0.001499925004;0.001499917622;0.001499925004;0.000000007381;
0.001549922504;0.001549915127;0.001549922504;0.000000007377;
0.001599920004;0.001599912632;0.001599920004;0.000000007372;
0.001649917504;0.001649910137;0.001649917504;0.000000007367;
0.001699915004;0.001699907642;0.001699915004;0.000000007362;
0.001749912504;0.001749905147;0.001749912504;0.000000007358;
0.001799910004;0.001799902652;0.001799910004;0.000000007353;
0.001849907505;0.001849900157;0.001849907505;0.000000007348;
0.001899905005;0.001899897662;0.001899905005;0.000000007343;
0.001949902505;0.001949895166;0.001949902505;0.000000007338;
0.001999900005;0.001999892671;0.001999900005;0.000000007334;
0.002049897505;0.002049890176;0.002049897505;0.000000007329;
0.002099895005;0.002099887681;0.002099895005;0.000000007324;
0.002149892505;0.002149885186;0.002149892505;0.000000007319;
0.002199890005;0.002199882691;0.002199890005;0.000000007314;
0.002249887506;0.002249880196;0.002249887506;0.000000007310;
0.002299885006;0.002299877701;0.002299885006;0.000000007305;
0.002349882506;0.002349875206;0.002349882506;0.000000007300;
0.002399880006;0.002399872711;0.002399880006;0.000000007295;
0.002449877506;0.002449870216;0.002449877506;0.000000007291;
0.002499875006;0.002499867721;0.002499875006;0.000000007286;
0.002549872506;0.002549865225;0.002549872506;0.000000007281;
0.002599870006;0.002599862730;0.002599870006;0.000000007276;
0.002649867507;0.002649860235;0.002649867507;0.000000007271;
0.002699865007;0.002699857740;0.002699865007;0.000000007267;
0.002749862507;0.002749855245;0.002749862507;0.000000007262;
0.002799860007;0.002799852750;0.002799860007;0.000000007257;
0.002849857507;0.002849850255;0.002849857507;0.000000007252;
0.002899855007;0.002899847760;0.002899855007;0.000000007247;
0.002949852507;0.002949845265;0.002949852507;0.000000007242;
0.002999850007;0.002999842770;0.002999850007;0.000000007238;
0.003049847508;0.003049840275;0.003049847508;0.000000007233;
0.003099845008;0.003099837780;0.003099845008;0.000000007228;
0.003149842508;0.003149835285;0.003149842508;0.000000007223;
0.003199840008;0.003199832790;0.003199840008;0.000000007218;
0.003249837508;0.003249830295;0.003249837508;0.000000007214;
0.003299835008;0.003299827800;0.003299835008;0.000000007209;
0.003349832508;0.003349825304;0.003349832508;0.000000007204;
0.003399830008;0.003399822809;0.003399830008;0.000000007199;
0.003449827509;0.003449820314;0.003449827509;0.000000007194;
0.003499825009;0.003499817819;0.003499825009;0.000000007189;
0.003549822509;0.003549815324;0.003549822509;0.000000007185;
0.003599820009;0.003599812829;0.003599820009;0.000000007180;
0.003649817509;0.003649810334;0.003649817509;0.000000007175;
0.003699815009;0.003699807839;0.003699815009;0.000000007170;
0.003749812509;0.003749805344;0.003749812509;0.000000007165;
0.003799810009;0.003799802849;0.003799810009;0.000000007160;
0.003849807510;0.003849800354;0.003849807510;0.000000007156;
0.003899805010;0.003899797859;0.003899805010;0.000000007151;
0.003949802510;0.003949795364;0.003949802510;0.000000007146;
0.003999800010;0.003999792869;0.003999800010;0.000000007141;
0.004049797510;0.004049790374;0.004049797510;0.000000007136;
0.004099795010;0.004099787879;0.004099795010;0.000000007131;
0.004149792510;0.004149785384;0.004149792510;0.000000007127;
0.004199790010;0.004199782889;0.004199790010;0.000000007122;
0.004249787511;0.004249780394;0.004249787511;0.000000007117;
0.004299785011;0.004299777899;0.004299785011;0.000000007112;
0.004349782511;0.004349775404;0.004349782511;0.000000007107;
0.004399780011;0.004399772909;0.004399780011;0.000000007102;
0.004449777511;0.004449770414;0.004449777511;0.000000007097;
0.004499775011;0.004499767919;0.004499775011;0.000000007093;
0.004549772511;0.004549765424;0.004549772511;0.000000007088;
0.004599770011;0.004599762929;0.004599770011;0.000000007083;
0.004649767512;0.004649760434;0.004649767512;0.000000007078;
0.004699765012;0.004699757939;0.004699765012;0.000000007073;
0.004749762512;0.004749755444;0.004749762512;0.000000007068;
0.004799760012;0.004799752948;0.004799760012;0.000000007064;
0.004849757512;0.004849750453;0.004849757512;0.000000007059;
0.004899755012;0.004899747958;0.004899755012;0.000000007054;
0.004949752512;0.004949745463;0.004949752512;0.000000007049;
0.004999750012;0.004999742968;0.004999750012;0.000000007044;
0.005049747513;0.005049740473;0.005049747513;0.000000007039;
0.005099745013;0.005099737978;0.005099745013;0.000000007034;
0.005149742513;0.005149735483;0.005149742513;0.000000007029;
0.005199740013;0.005199732988;0.005199740013;0.000000007025;
0.005249737513;0.005249730493;0.005249737513;0.000000007020;
0.005299735013;0.005299727998;0.005299735013;0.000000007015;
0.005349732513;0.005349725503;0.005349732513;0.000000007010;
0.005399730013;0.005399723008;0.005399730013;0.000000007005;
0.005449727514;0.005449720513;0.005449727514;0.000000007000;
0.005499725014;0.005499718018;0.005499725014;0.000000006995;
0.005549722514;0.005549715523;0.005549722514;0.000000006991;
0.005599720014;0.005599713028;0.005599720014;0.000000006986;
0.005649717514;0.005649710533;0.005649717514;0.000000006981;
0.005699715014;0.005699708038;0.005699715014;0.000000006976;
0.005749712514;0.005749705543;0.005749712514;0.000000006971;
0.005799710014;0.005799703048;0.005799710014;0.000000006966;
0.005849707515;0.005849700553;0.005849707515;0.000000006961;
0.005899705015;0.005899698058;0.005899705015;0.000000006956;
0.005949702515;0.005949695563;0.005949702515;0.000000006952;
0.005999700015;0.005999693068;0.005999700015;0.000000006947;
0.006049697515;0.006049690573;0.006049697515;0.000000006942;
0.006099695015;0.006099688078;0.006099695015;0.000000006937;
0.006149692515;0.006149685583;0.006149692515;0.000000006932;
0.006199690015;0.006199683088;0.006199690015;0.000000006927;
0.006249687516;0.006249680593;0.006249687516;0.000000006922;
0.006299685016;0.006299678098;0.006299685016;0.000000006917;
0.006349682516;0.006349675603;0.006349682516;0.000000006913;
0.006399680016;0.006399673108;0.006399680016;0.000000006908;
0.006449677516;0.006449670613;0.006449677516;0.000000006903;
0.006499675016;0.006499668118;0.006499675016;0.000000006898;
0.006549672516;0.006549665623;0.006549672516;0.000000006893;
0.006599670016;0.006599663128;0.006599670016;0.000000006888;
0.006649667517;0.006649660633;0.006649667517;0.000000006883;
0.006699665017;0.006699658138;0.006699665017;0.000000006878;
0.006749662517;0.006749655643;0.006749662517;0.000000006873;
0.006799660017;0.006799653148;0.006799660017;0.000000006869;
0.006849657517;0.006849650653;0.006849657517;0.000000006864;
0.006899655017;0.006899648158;0.006899655017;0.000000006859;
0.006949652517;0.006949645663;0.006949652517;0.000000006854;
0.006999650017;0.006999643169;0.006999650017;0.000000006849;
0.007049647518;0.007049640674;0.007049647518;0.000000006844;
0.007099645018;0.007099638179;0.007099645018;0.000000006839;
0.007149642518;0.007149635684;0.007149642518;0.000000006834;
0.007199640018;0.007199633189;0.007199640018;0.000000006829;
0.007249637518;0.007249630694;0.007249637518;0.000000006825;
