Tabela de valores para implementação com 625 subintervalos
Tempo de execução = 0.014695000000 seg.

x;y;f(x,y);Vx;Vy
0.020000000000;0.020000000000;0.006669959008;0.010051805297;0.009948194703
0.020000000000;0.060000000000;0.005874103432;0.004001397112;0.015894992294
0.020000000000;0.100000000000;0.005398359625;0.001899843964;0.009993751218
0.020000000000;0.140000000000;0.005074603335;0.001045309096;0.007048598158
0.020000000000;0.180000000000;0.004834471772;0.000634190563;0.005369098499
0.020000000000;0.220000000000;0.004645075455;0.000398992845;0.004335915091
0.020000000000;0.260000000000;0.004487598565;0.000239763247;0.003697158999
0.020000000000;0.300000000000;0.004349302735;0.000116210467;0.003341185284
0.020000000000;0.340000000000;0.004220303742;0.000013401851;0.003211572966
0.020000000000;0.380000000000;0.004092376898;-0.000070666395;0.004387120730
0.020000000000;0.420000000000;0.003869334084;-0.000086115470;0.005097008864
0.020000000000;0.460000000000;0.003684616189;-0.000099465287;0.005307508779
0.020000000000;0.500000000000;0.003444733382;-0.000070555225;0.005605979121
0.020000000000;0.540000000000;0.003236137859;-0.000023261397;0.005684800905
0.020000000000;0.580000000000;0.002989949309;0.000050414231;0.005771129532
0.020000000000;0.620000000000;0.002774447496;0.000145853816;0.005270615775
0.020000000000;0.660000000000;0.002568300047;0.000241340806;0.004579013945
0.020000000000;0.700000000000;0.002408126381;0.000344404548;0.003840095692
0.020000000000;0.740000000000;0.002261092392;0.000450599040;0.003263009078
0.020000000000;0.780000000000;0.002147085654;0.000562830030;0.001792270062
0.020000000000;0.820000000000;0.002117710787;0.000664549843;0.001616313254
0.020000000000;0.860000000000;0.002017780594;0.000764080355;0.006689055527
0.020000000000;0.900000000000;0.001582586345;0.000763490689;0.006251761267
0.020000000000;0.940000000000;0.001517639693;0.000760451115;0.001565306453
0.020000000000;0.980000000000;0.001457361828;0.000753473304;0.000753473304
0.060000000000;0.020000000000;0.005865814585;0.016205824076;0.003897786518
0.060000000000;0.060000000000;0.005553991663;0.008055336298;0.007743030962
0.060000000000;0.100000000000;0.005246372108;0.004452513614;0.007037663202
0.060000000000;0.140000000000;0.004990978607;0.002692510952;0.005782944757
0.060000000000;0.180000000000;0.004783736527;0.001726650875;0.004722782248
0.060000000000;0.220000000000;0.004613156027;0.001121010413;0.003941487775
0.060000000000;0.260000000000;0.004468417505;0.000683612925;0.003414376621
0.060000000000;0.300000000000;0.004340005898;0.000327887238;0.003114823888
0.060000000000;0.340000000000;0.004219231594;0.000021465184;0.003024696103
0.060000000000;0.380000000000;0.004098030209;-0.000235249957;0.004287603409
0.060000000000;0.420000000000;0.003876223321;-0.000281724952;0.005068209972
0.060000000000;0.460000000000;0.003692573412;-0.000324524567;0.005323069024
0.060000000000;0.500000000000;0.003450377800;-0.000238243798;0.005682183012
0.060000000000;0.540000000000;0.003237998771;-0.000093496496;0.005805770360
0.060000000000;0.580000000000;0.002985916171;0.000131292298;0.005940244745
0.060000000000;0.620000000000;0.002762779191;0.000424528469;0.005461542350
0.060000000000;0.660000000000;0.002548992783;0.000715491595;0.004777564676
0.060000000000;0.700000000000;0.002380574017;0.001028427491;0.004049353926
0.060000000000;0.740000000000;0.002225044469;0.001350441804;0.003481434561
0.060000000000;0.780000000000;0.002102059252;0.001691122883;0.002006220864
0.060000000000;0.820000000000;0.002064546799;0.002000848954;0.001817563579
0.060000000000;0.860000000000;0.001956654166;0.002303206868;0.006787996374
0.060000000000;0.900000000000;0.001521507090;0.002291221397;0.006248132027
0.060000000000;0.940000000000;0.001456803604;0.002277335528;0.001555289067
0.060000000000;0.980000000000;0.001397083964;0.002253442100;0.000746495493
0.100000000000;0.020000000000;0.005373493082;0.010510330634;0.001797706925
0.100000000000;0.060000000000;0.005229676528;0.007561610388;0.004141681833
0.100000000000;0.100000000000;0.005042158536;0.005162363243;0.004630925872
0.100000000000;0.140000000000;0.004859202459;0.003545570221;0.004322735419
0.100000000000;0.180000000000;0.004696339702;0.002458891573;0.003797597961
0.100000000000;0.220000000000;0.004555394622;0.001674785009;0.003292877140
0.100000000000;0.260000000000;0.004432909531;0.001045790800;0.002904035823
0.100000000000;0.300000000000;0.004323071756;0.000490260375;0.002679037543
0.100000000000;0.340000000000;0.004218586528;-0.000020178396;0.002648435771
0.100000000000;0.380000000000;0.004111196894;-0.000468174188;0.004083930595
0.100000000000;0.420000000000;0.003891872080;-0.000547656883;0.005007734254
0.100000000000;0.460000000000;0.003710578154;-0.000629619640;0.005350989932
0.100000000000;0.500000000000;0.003463792885;-0.000488560644;0.005837007192
0.100000000000;0.540000000000;0.003243617579;-0.000237379489;0.006054337001
0.100000000000;0.580000000000;0.002979445925;0.000150459522;0.006289154496
0.100000000000;0.620000000000;0.002740485219;0.000663864698;0.005854815073
0.100000000000;0.660000000000;0.002511060720;0.001164651236;0.005182912967
0.100000000000;0.700000000000;0.002325852181;0.001698420477;0.004475045900
0.100000000000;0.740000000000;0.002153057047;0.002245962678;0.003925704470
0.100000000000;0.780000000000;0.002011795824;0.002826526374;0.002442677212
0.100000000000;0.820000000000;0.001957642871;0.003358051453;0.002228397239
0.100000000000;0.860000000000;0.001833524045;0.003874832263;0.006979427970
0.100000000000;0.900000000000;0.001399288633;0.003819063914;0.006225889928
0.100000000000;0.940000000000;0.001335452851;0.003779413045;0.001527527155
0.100000000000;0.980000000000;0.001277086460;0.003729517468;0.000729579875
0.140000000000;0.020000000000;0.005024988134;0.007763557436;0.000949066273
0.140000000000;0.060000000000;0.004949062832;0.006518411379;0.002395063572
0.140000000000;0.100000000000;0.004833383048;0.005089758750;0.003021623035
0.140000000000;0.140000000000;0.004707332989;0.003868515115;0.003079473087
0.140000000000;0.180000000000;0.004587025201;0.002888560189;0.002851997036
0.140000000000;0.220000000000;0.004479173227;0.002073447247;0.002528387002
0.140000000000;0.260000000000;0.004384754241;0.001334504893;0.002229851988
0.140000000000;0.300000000000;0.004300785068;0.000607541858;0.002048854691
0.140000000000;0.340000000000;0.004220845866;-0.000124264956;0.002066261541
0.140000000000;0.380000000000;0.004135484144;-0.000811729586;0.003760124923
0.140000000000;0.420000000000;0.003920035872;-0.000932530779;0.004906764519
0.140000000000;0.460000000000;0.003742942983;-0.001074390627;0.005382165263
0.140000000000;0.500000000000;0.003489462651;-0.000887466572;0.006074423163
0.140000000000;0.540000000000;0.003256989130;-0.000513532517;0.006444790526
0.140000000000;0.580000000000;0.002973879409;0.000059720494;0.006841488931
0.140000000000;0.620000000000;0.002709670015;0.000836856925;0.006475734065
0.140000000000;0.660000000000;0.002455820684;0.001574901862;0.005812120455
0.140000000000;0.700000000000;0.002244700379;0.002346632361;0.005130665368
0.140000000000;0.740000000000;0.002045367454;0.003133397374;0.004609540458
0.140000000000;0.780000000000;0.001875937142;0.003970607145;0.003118309638
0.140000000000;0.820000000000;0.001795902683;0.004746924612;0.002865869468
0.140000000000;0.860000000000;0.001646667585;0.005498274215;0.007249008835
0.140000000000;0.900000000000;0.001215981976;0.005339266515;0.006152712809
0.140000000000;0.940000000000;0.001154450560;0.005247211092;0.001465742621
0.140000000000;0.980000000000;0.001098722567;0.005155697259;0.000696599915
0.180000000000;0.020000000000;0.004752408487;0.006261930297;0.000552560867
0.180000000000;0.060000000000;0.004708203618;0.005658718940;0.001467883146
0.180000000000;0.100000000000;0.004634977836;0.004809745263;0.001981029609
0.180000000000;0.140000000000;0.004549721249;0.003950171302;0.002121536858
0.180000000000;0.180000000000;0.004465254887;0.003153386819;0.002002530093
0.180000000000;0.220000000000;0.004389518842;0.002395938899;0.001738821845
0.180000000000;0.260000000000;0.004326149140;0.001611239667;0.001438130434
0.180000000000;0.300000000000;0.004274468407;0.000729667120;0.001220267694
